model,seed,task,strategy,slice_key,horizon,legacy_score,feature_score,hygiene_score,spec_score,silent_spec_failure,strict_feature_pass,legacy_regression,failure_count,infra_clean,model_call_failure_count_so_far,parse_failure_count_so_far,fallback_to_previous_code_count_so_far,baseline_matched_feature_score,baseline_adjusted_feature_lift
qwen2.5-coder:3b,1,todo_tags,no_anchor,qwen2.5-coder:3b|1|todo_tags|no_anchor,5,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,todo_tags,no_anchor,qwen2.5-coder:3b|1|todo_tags|no_anchor,10,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,todo_tags,no_anchor,qwen2.5-coder:3b|1|todo_tags|no_anchor,20,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,todo_tags,active_constraints,qwen2.5-coder:3b|1|todo_tags|active_constraints,5,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,3,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,1,todo_tags,active_constraints,qwen2.5-coder:3b|1|todo_tags|active_constraints,10,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,4,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,1,todo_tags,active_constraints,qwen2.5-coder:3b|1|todo_tags|active_constraints,20,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,4,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,1,todo_done_filter,no_anchor,qwen2.5-coder:3b|1|todo_done_filter|no_anchor,5,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,todo_done_filter,no_anchor,qwen2.5-coder:3b|1|todo_done_filter|no_anchor,10,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,todo_done_filter,no_anchor,qwen2.5-coder:3b|1|todo_done_filter|no_anchor,20,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,todo_done_filter,active_constraints,qwen2.5-coder:3b|1|todo_done_filter|active_constraints,5,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,todo_done_filter,active_constraints,qwen2.5-coder:3b|1|todo_done_filter|active_constraints,10,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,False,1,0,1,0.0,1.0
qwen2.5-coder:3b,1,todo_done_filter,active_constraints,qwen2.5-coder:3b|1|todo_done_filter|active_constraints,20,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,False,5,0,5,0.0,1.0
qwen2.5-coder:3b,1,redactor_aws,no_anchor,qwen2.5-coder:3b|1|redactor_aws|no_anchor,5,0.8888888888888888,1.0,1.0,0.9611111111111111,False,True,True,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,redactor_aws,no_anchor,qwen2.5-coder:3b|1|redactor_aws|no_anchor,10,0.8888888888888888,1.0,1.0,0.9611111111111111,False,True,True,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,redactor_aws,no_anchor,qwen2.5-coder:3b|1|redactor_aws|no_anchor,20,0.8888888888888888,1.0,1.0,0.9611111111111111,False,True,True,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,redactor_aws,active_constraints,qwen2.5-coder:3b|1|redactor_aws|active_constraints,5,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,2,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,1,redactor_aws,active_constraints,qwen2.5-coder:3b|1|redactor_aws|active_constraints,10,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,2,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,1,redactor_aws,active_constraints,qwen2.5-coder:3b|1|redactor_aws|active_constraints,20,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,2,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,1,config_timeout,no_anchor,qwen2.5-coder:3b|1|config_timeout|no_anchor,5,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,config_timeout,no_anchor,qwen2.5-coder:3b|1|config_timeout|no_anchor,10,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,config_timeout,no_anchor,qwen2.5-coder:3b|1|config_timeout|no_anchor,20,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,config_timeout,active_constraints,qwen2.5-coder:3b|1|config_timeout|active_constraints,5,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,config_timeout,active_constraints,qwen2.5-coder:3b|1|config_timeout|active_constraints,10,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,1,config_timeout,active_constraints,qwen2.5-coder:3b|1|config_timeout|active_constraints,20,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,todo_tags,no_anchor,qwen2.5-coder:3b|2|todo_tags|no_anchor,5,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,todo_tags,no_anchor,qwen2.5-coder:3b|2|todo_tags|no_anchor,10,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,todo_tags,no_anchor,qwen2.5-coder:3b|2|todo_tags|no_anchor,20,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,todo_tags,active_constraints,qwen2.5-coder:3b|2|todo_tags|active_constraints,5,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,3,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,2,todo_tags,active_constraints,qwen2.5-coder:3b|2|todo_tags|active_constraints,10,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,4,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,2,todo_tags,active_constraints,qwen2.5-coder:3b|2|todo_tags|active_constraints,20,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,4,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,2,todo_done_filter,no_anchor,qwen2.5-coder:3b|2|todo_done_filter|no_anchor,5,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,todo_done_filter,no_anchor,qwen2.5-coder:3b|2|todo_done_filter|no_anchor,10,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,todo_done_filter,no_anchor,qwen2.5-coder:3b|2|todo_done_filter|no_anchor,20,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,todo_done_filter,active_constraints,qwen2.5-coder:3b|2|todo_done_filter|active_constraints,5,1.0,1.0,1.0,1.0,False,True,False,0,False,1,0,1,0.0,1.0
qwen2.5-coder:3b,2,todo_done_filter,active_constraints,qwen2.5-coder:3b|2|todo_done_filter|active_constraints,10,1.0,0.6666666666666666,1.0,0.8666666666666667,False,False,False,1,False,6,0,6,0.0,0.6666666666666666
qwen2.5-coder:3b,2,todo_done_filter,active_constraints,qwen2.5-coder:3b|2|todo_done_filter|active_constraints,20,1.0,0.0,1.0,0.6,True,False,False,3,False,7,0,7,0.0,0.0
qwen2.5-coder:3b,2,redactor_aws,no_anchor,qwen2.5-coder:3b|2|redactor_aws|no_anchor,5,0.8888888888888888,1.0,1.0,0.9611111111111111,False,True,True,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,redactor_aws,no_anchor,qwen2.5-coder:3b|2|redactor_aws|no_anchor,10,0.8888888888888888,1.0,1.0,0.9611111111111111,False,True,True,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,redactor_aws,no_anchor,qwen2.5-coder:3b|2|redactor_aws|no_anchor,20,0.8888888888888888,1.0,1.0,0.9611111111111111,False,True,True,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,redactor_aws,active_constraints,qwen2.5-coder:3b|2|redactor_aws|active_constraints,5,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,2,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,2,redactor_aws,active_constraints,qwen2.5-coder:3b|2|redactor_aws|active_constraints,10,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,2,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,2,redactor_aws,active_constraints,qwen2.5-coder:3b|2|redactor_aws|active_constraints,20,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,2,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,2,config_timeout,no_anchor,qwen2.5-coder:3b|2|config_timeout|no_anchor,5,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,config_timeout,no_anchor,qwen2.5-coder:3b|2|config_timeout|no_anchor,10,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,config_timeout,no_anchor,qwen2.5-coder:3b|2|config_timeout|no_anchor,20,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,config_timeout,active_constraints,qwen2.5-coder:3b|2|config_timeout|active_constraints,5,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,config_timeout,active_constraints,qwen2.5-coder:3b|2|config_timeout|active_constraints,10,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,2,config_timeout,active_constraints,qwen2.5-coder:3b|2|config_timeout|active_constraints,20,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,todo_tags,no_anchor,qwen2.5-coder:3b|3|todo_tags|no_anchor,5,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,todo_tags,no_anchor,qwen2.5-coder:3b|3|todo_tags|no_anchor,10,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,todo_tags,no_anchor,qwen2.5-coder:3b|3|todo_tags|no_anchor,20,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,todo_tags,active_constraints,qwen2.5-coder:3b|3|todo_tags|active_constraints,5,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,3,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,3,todo_tags,active_constraints,qwen2.5-coder:3b|3|todo_tags|active_constraints,10,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,4,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,3,todo_tags,active_constraints,qwen2.5-coder:3b|3|todo_tags|active_constraints,20,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,4,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,3,todo_done_filter,no_anchor,qwen2.5-coder:3b|3|todo_done_filter|no_anchor,5,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,todo_done_filter,no_anchor,qwen2.5-coder:3b|3|todo_done_filter|no_anchor,10,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,todo_done_filter,no_anchor,qwen2.5-coder:3b|3|todo_done_filter|no_anchor,20,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,todo_done_filter,active_constraints,qwen2.5-coder:3b|3|todo_done_filter|active_constraints,5,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,todo_done_filter,active_constraints,qwen2.5-coder:3b|3|todo_done_filter|active_constraints,10,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,todo_done_filter,active_constraints,qwen2.5-coder:3b|3|todo_done_filter|active_constraints,20,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,False,7,0,7,0.0,1.0
qwen2.5-coder:3b,3,redactor_aws,no_anchor,qwen2.5-coder:3b|3|redactor_aws|no_anchor,5,0.8888888888888888,1.0,1.0,0.9611111111111111,False,True,True,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,redactor_aws,no_anchor,qwen2.5-coder:3b|3|redactor_aws|no_anchor,10,0.8888888888888888,1.0,1.0,0.9611111111111111,False,True,True,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,redactor_aws,no_anchor,qwen2.5-coder:3b|3|redactor_aws|no_anchor,20,0.8888888888888888,1.0,1.0,0.9611111111111111,False,True,True,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,redactor_aws,active_constraints,qwen2.5-coder:3b|3|redactor_aws|active_constraints,5,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,2,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,3,redactor_aws,active_constraints,qwen2.5-coder:3b|3|redactor_aws|active_constraints,10,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,2,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,3,redactor_aws,active_constraints,qwen2.5-coder:3b|3|redactor_aws|active_constraints,20,0.8888888888888888,0.0,1.0,0.5611111111111111,False,False,True,2,True,0,0,0,0.0,0.0
qwen2.5-coder:3b,3,config_timeout,no_anchor,qwen2.5-coder:3b|3|config_timeout|no_anchor,5,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,config_timeout,no_anchor,qwen2.5-coder:3b|3|config_timeout|no_anchor,10,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,config_timeout,no_anchor,qwen2.5-coder:3b|3|config_timeout|no_anchor,20,1.0,1.0,1.0,1.0,False,True,False,0,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,config_timeout,active_constraints,qwen2.5-coder:3b|3|config_timeout|active_constraints,5,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,config_timeout,active_constraints,qwen2.5-coder:3b|3|config_timeout|active_constraints,10,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
qwen2.5-coder:3b,3,config_timeout,active_constraints,qwen2.5-coder:3b|3|config_timeout|active_constraints,20,1.0,1.0,0.8,0.9500000000000001,False,True,False,1,True,0,0,0,0.0,1.0
